City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,salalah,17.0151,54.0924,79.07,84,59,10.87,OM,1727715802
364,marsh harbour,26.5412,-77.0636,83.91,67,90,8.08,BS,1727716084
365,safotu,-13.4513,-172.4018,80.55,84,99,17.45,WS,1727716084
366,bel air riviere seche,-20.2542,57.7453,73.11,73,15,13.65,MU,1727716084
367,mbuji-mayi,-6.15,23.6,83.93,45,96,4.61,CD,1727716084
368,halabjah,35.1778,45.9861,76.1,23,0,8.99,IQ,1727715910
369,nurota,40.5614,65.6886,61.72,52,35,7.23,UZ,1727716084
370,as sulayyil,20.4607,45.5779,92.07,12,1,8.61,SA,1727716084
371,broome,42.2506,-75.833,72.63,65,0,4.61,US,1727716085
372,pisco,-13.7,-76.2167,65.01,77,100,8.05,PE,1727716085
373,hove,50.8309,-0.1672,59.32,89,75,17.27,GB,1727716085
374,panama city beach,30.1766,-85.8055,87.06,66,40,5.75,US,1727716017
375,baja,46.175,18.9564,54.23,50,35,5.08,HU,1727716085
376,arteche,12.2645,125.4048,77.36,93,100,4.63,PH,1727716085
377,live oak,36.9836,-121.9805,82.18,53,0,1.12,US,1727716085
378,saint-louis,16.3333,-15.0,98.37,31,100,3.98,SN,1727716086
379,kokopo,-4.352,152.2633,76.95,86,61,6.85,PG,1727716086
380,saudarkrokur,65.7461,-19.6394,36.46,74,100,5.19,IS,1727716086
381,qashyr,53.0675,76.1036,58.6,44,20,7.67,KZ,1727716086
382,bandarbeyla,9.4942,50.8122,77.09,87,6,19.6,SO,1727716086
383,huilong,31.8111,121.655,74.84,93,42,5.06,CN,1727716086
384,morehead city,34.7229,-76.726,86.05,75,1,5.99,US,1727715810
385,fort st. john,56.2499,-120.8529,41.63,53,0,8.12,CA,1727716086
386,dinghaicun,26.2847,119.7936,80.44,81,67,24.2,CN,1727716087
387,remire-montjoly,4.9167,-52.2667,93.24,59,40,12.66,GF,1727716079
388,abadan,30.3392,48.3043,86.61,66,0,12.82,IR,1727716087
389,greymouth,-42.4667,171.2,44.29,94,100,4.83,NZ,1727716087
390,queenstown,-31.8976,26.8753,43.47,66,76,16.37,ZA,1727716087
391,khanty-mansiysk,61.0042,69.0019,53.71,58,0,8.95,RU,1727716087
392,karratha,-20.7377,116.8463,77.4,56,0,9.15,AU,1727716087
393,misratah,32.3754,15.0925,76.6,53,0,10.36,LY,1727716088
394,mormugao,15.4,73.8,81.66,89,75,6.91,IN,1727716088
395,butte,39.6499,-121.5677,76.3,40,0,4.61,US,1727716017
396,arraial do cabo,-22.9661,-42.0278,78.66,65,0,24.16,BR,1727716088
397,kavaratti,10.5669,72.642,83.98,77,61,11.7,IN,1727716088
398,askoy,60.4092,5.226,55.69,67,0,3.44,NO,1727716089
399,grand falls-windsor,48.9332,-55.6649,58.5,89,100,2.71,CA,1727716089
400,palangkaraya,-2.2,113.8333,74.95,82,89,1.12,ID,1727716089
401,daru,-9.0763,143.2092,77.25,72,23,14.14,PG,1727716089
402,pemangkat,1.1667,108.9667,79.83,80,100,4.12,ID,1727716090
403,giridih,24.1833,86.3,79.77,84,41,5.61,IN,1727716090
404,tromso,69.6496,18.957,39.22,81,75,17.27,NO,1727715921
405,usinsk,65.9939,57.5281,40.17,80,87,22.48,RU,1727715801
406,trinidad,-14.8333,-64.9,96.78,44,40,14.97,BO,1727716090
407,moyynkum,44.2914,72.9469,60.96,21,93,16.4,KZ,1727716091
408,veragua arriba,19.5833,-70.3333,90.88,55,28,9.4,DO,1727716091
409,kudahuvadhoo,2.6708,72.8944,83.21,75,100,14.09,MV,1727716091
410,kapuskasing,49.4169,-82.4331,63.34,49,4,9.44,CA,1727716091
411,talnakh,69.4865,88.3972,41.56,94,100,6.58,RU,1727716091
412,gargalianoi,37.0667,21.6333,67.14,63,0,16.15,GR,1727716092
413,cidreira,-30.1811,-50.2056,75.31,63,2,10.92,BR,1727716092
414,nobres,-14.7203,-56.3275,107.91,14,80,8.68,BR,1727715879
415,el alto,-4.2714,-81.2147,69.57,73,71,7.31,PE,1727716092
416,melendugno,40.2747,18.3368,64.06,52,0,16.93,IT,1727716092
417,chos malal,-37.3781,-70.2709,49.42,63,95,11.18,AR,1727716092
418,roxas,11.5853,122.7511,79.43,83,100,2.39,PH,1727716093
419,nanjing,32.0617,118.7778,71.89,92,100,14.07,CN,1727716093
420,oruro,-17.9833,-67.15,70.29,37,40,5.75,BO,1727716093
421,bang saphan,11.2126,99.5117,78.76,86,89,5.46,TH,1727716093
422,balaipungut,1.05,101.2833,75.24,95,55,1.83,ID,1727716093
423,kerikeri,-35.2268,173.9474,52.92,92,99,7.65,NZ,1727716093
424,al miqdadiyah,33.9786,44.9369,87.67,19,0,1.66,IQ,1727716034
425,menongue,-14.6585,17.691,81.39,17,87,5.7,AO,1727716094
426,chhagalnaiya,23.03,91.5069,78.44,94,90,4.52,BD,1727716094
427,nyurba,63.2842,118.3319,35.06,98,100,5.03,RU,1727716094
428,palencia,42.4167,-4.5,72.14,45,100,6.93,ES,1727716094
429,qamdo,31.1667,97.2333,45.34,58,69,4.68,CN,1727715915
430,al jubayl,27.0112,49.6583,88.41,70,0,18.28,SA,1727716095
431,holualoa,19.6228,-155.9522,71.87,77,0,4.61,US,1727716095
432,jinka,5.65,36.65,65.59,82,77,2.42,ET,1727716095
433,kattivakkam,13.2167,80.3167,84.29,88,4,8.84,IN,1727716095
434,berezanskaya,45.7056,39.5932,75.04,20,0,17.92,RU,1727716095
435,dawson creek,55.7666,-120.2362,46.65,42,0,16.69,CA,1727716095
436,carutapera,-1.195,-46.02,85.32,61,86,11.01,BR,1727716096
437,churachandpur,24.3333,93.6667,72.19,84,100,4.0,IN,1727716096
438,tanout,14.9709,8.8879,96.37,11,83,6.91,NE,1727716094
439,as saffaniyah,27.9708,48.73,87.35,68,0,18.3,SA,1727716096
440,venkatagiri,13.9667,79.5833,83.44,66,0,4.68,IN,1727716096
441,tolanaro,-25.0319,46.9987,73.53,85,97,15.19,MG,1727716096
442,monywa,22.1167,95.1333,83.53,80,100,4.43,MM,1727716093
443,bollnas,61.3482,16.3946,47.62,83,97,5.41,SE,1727716096
444,phetchabun,16.25,101.0833,76.78,89,100,2.35,TH,1727716097
445,melfort,52.8667,-104.6177,47.28,64,100,26.13,CA,1727716097
446,dejen,10.1667,38.1333,55.45,85,99,5.19,ET,1727716097
447,adrar,20.5022,-10.0711,102.36,13,77,14.09,MR,1727716097
448,garissa,-0.4536,39.6401,87.93,45,90,17.69,KE,1727716097
449,fort mcmurray,56.7268,-111.381,49.26,48,9,10.07,CA,1727716097
450,tindouf,27.6711,-8.1474,98.4,12,32,5.7,DZ,1727716097
451,badger,64.8,-147.5333,30.36,82,20,0.0,US,1727716098
452,dalnegorsk,44.5604,135.5701,55.62,83,100,5.21,RU,1727716098
453,malango,-2.9627,119.9001,67.01,91,100,2.55,ID,1727716098
454,boa vista,2.8197,-60.6733,85.98,58,75,6.91,BR,1727716098
455,callao,-12.0667,-77.15,66.49,72,75,14.97,PE,1727716098
456,dryden,49.7833,-92.7503,72.81,46,61,17.43,CA,1727716058
457,shubarshi,48.5872,57.1869,59.67,28,0,9.15,KZ,1727716099
458,ocean shores,46.9737,-124.1563,54.01,88,85,5.01,US,1727716099
459,esfarayen,37.0765,57.5101,58.26,27,0,2.3,IR,1727716099
460,timmins,48.4669,-81.3331,62.65,49,2,6.6,CA,1727716099
461,nabire,-3.3667,135.4833,76.93,90,100,2.93,ID,1727716099
462,palmer,42.1584,-72.3287,74.52,55,100,1.99,US,1727716034
463,taltal,-25.4,-70.4833,62.56,70,37,8.37,CL,1727716099
464,alofi,-19.0595,-169.9187,71.49,83,100,12.66,NU,1727716099
465,lerwick,60.1545,-1.1494,53.11,86,100,10.98,GB,1727716100
466,ulanhot,46.0833,122.0833,40.01,45,7,6.53,CN,1727716100
467,businga,3.3333,20.8833,72.12,96,99,3.78,CD,1727716100
468,sechura,-5.5569,-80.8222,77.74,58,90,9.91,PE,1727716099
469,sarakhs,36.5449,61.1577,62.87,15,0,4.65,IR,1727716100
470,tailai,46.3833,123.4,43.23,45,62,7.0,CN,1727716100
471,ilhabela,-23.7781,-45.3581,77.74,70,4,6.87,BR,1727715852
472,dolores,-36.3132,-57.6792,77.38,67,100,8.99,AR,1727716101
473,eforie sud,44.0229,28.6494,50.97,91,100,31.81,RO,1727716101
474,nahiyat saddat al hindiyah,32.7147,44.2803,88.03,16,0,6.15,IQ,1727716101
475,corner brook,48.9667,-57.9484,57.76,75,100,1.79,CA,1727716101
476,santa cruz,-17.8,-63.1667,96.85,46,34,25.32,BO,1727715850
477,blackwater,-23.5833,148.8833,71.98,45,64,9.95,AU,1727716101
478,kaa-khem,51.6833,94.7333,40.89,39,100,3.15,RU,1727716101
479,vernon,50.2581,-119.2691,50.45,64,7,4.0,CA,1727716101
480,labytnangi,66.6572,66.4183,40.68,72,21,21.05,RU,1727716042
481,urucui,-7.2294,-44.5561,102.22,21,81,8.23,BR,1727716102
482,mangrol,21.1167,70.1167,81.32,87,32,11.25,IN,1727716102
483,pupri,26.4833,85.7167,80.38,86,39,5.95,IN,1727716102
484,barra de santo antonio,-9.4047,-35.5072,78.49,59,83,12.68,BR,1727716102
485,balabac,7.9868,117.0645,80.08,83,92,3.04,PH,1727716102
486,bardai,11.65,7.2333,85.12,58,50,2.1,NG,1727716102
487,goundi,9.3627,17.366,80.71,77,74,0.67,TD,1727716103
488,al hayy,32.1735,46.0433,93.27,12,0,6.76,IQ,1727716103
489,puerto ayacucho,5.6639,-67.6236,85.77,65,94,3.02,VE,1727716103
490,antofagasta,-23.65,-70.4,61.88,74,16,9.75,CL,1727716103
491,manaure,11.7751,-72.4445,77.81,72,100,6.2,CO,1727716103
492,cill airne,52.05,-9.5167,57.25,82,40,6.91,IE,1727716104
493,es castell,39.8795,4.2854,72.28,68,0,6.91,ES,1727716104
494,fortuna,40.5982,-124.1573,54.52,94,0,3.44,US,1727716104
495,aur,8.1499,171.1687,77.63,85,100,11.41,MH,1727716104
496,sibu,2.3,111.8167,74.41,95,100,0.38,MY,1727716104
497,ulladulla,-35.35,150.4667,50.63,88,3,3.6,AU,1727716104
498,zavitinsk,50.1167,129.45,35.28,78,38,6.35,RU,1727716104
499,vila franca do campo,37.7167,-25.4333,77.41,89,81,11.61,PT,1727716104
500,bubaque,11.2833,-15.8333,82.08,74,76,6.17,GW,1727716105
501,allonnes,47.9674,0.1581,60.84,88,75,9.22,FR,1727716105
502,slivnitsa,42.85,23.0333,50.9,57,54,11.63,BG,1727716105
503,ascension,30.2169,-90.9001,86.07,63,0,1.01,US,1727716105
504,nea alikarnassos,35.3333,25.1667,71.28,68,20,5.75,GR,1727716105
505,fuglafjordur,62.244,-6.814,43.27,81,100,11.52,FO,1727716105
506,chhor,25.5167,69.7667,92.35,43,15,15.23,PK,1727716105
507,smithers,54.7804,-127.1743,40.33,79,92,3.18,CA,1727716063
508,xapuri,-10.6517,-68.5044,98.1,30,100,5.86,BR,1727716106
509,malvik,63.4333,10.6833,47.79,82,75,2.3,NO,1727716106
510,ledec nad sazavou,49.6952,15.2777,52.48,76,86,6.15,CZ,1727716106
511,tibanbang,6.6315,126.1055,80.73,80,88,3.33,PH,1727716106
512,karagandy,49.8019,73.1021,37.35,41,16,7.25,KZ,1727716106
513,nogliki,51.8333,143.1667,48.24,93,100,11.72,RU,1727716106
514,masterton,-40.9597,175.6575,44.1,95,84,2.19,NZ,1727716106
515,grootfontein,-19.5667,18.1167,77.97,8,0,7.29,NA,1727716107
516,snowflake,34.5134,-110.0785,83.52,18,69,7.52,US,1727716107
517,vorgashor,67.5833,63.95,38.48,77,84,26.51,RU,1727716107
518,jayapura,-2.5333,140.7,78.19,93,83,4.7,ID,1727716107
519,lucapa,-8.4192,20.7447,77.79,53,67,1.9,AO,1727716107
520,tsiombe,-25.3,45.4833,75.06,77,60,4.47,MG,1727716107
521,kamianets-podilskyi,48.6667,26.5667,45.99,90,100,15.88,UA,1727716108
522,victorica,-36.2151,-65.4359,80.89,12,100,10.16,AR,1727716108
523,irbit,57.6705,63.071,56.35,55,100,9.01,RU,1727716108
524,crasna,47.1667,22.9,47.61,72,98,5.21,RO,1727716108
525,huarmey,-10.0681,-78.1522,69.4,74,39,12.3,PE,1727716108
526,hoeyang,38.7103,127.5983,62.65,97,100,5.88,KP,1727716108
527,mazamari,-11.3258,-74.5308,96.01,33,79,2.95,PE,1727716109
528,lobito,-12.3481,13.5456,73.38,80,20,8.16,AO,1727716024
529,tofol,5.3248,163.0078,84.24,70,100,18.68,FM,1727716109
530,tokar,18.4254,37.729,87.08,67,4,6.24,SD,1727716109
531,cruz del eje,-30.7264,-64.8039,96.49,23,3,13.67,AR,1727716109
532,taunggyi,20.7833,97.0333,67.69,97,100,3.31,MM,1727715877
533,caconda,-13.7333,15.0667,74.08,43,95,7.47,AO,1727716109
534,beipiao,41.7919,120.7792,46.33,64,74,3.53,CN,1727715858
535,sur,22.5667,59.5289,85.91,65,19,10.38,OM,1727715849
536,fenoarivo be,-18.4333,46.5667,74.3,32,0,4.32,MG,1727716110
537,pyt-yakh,60.7499,72.8582,53.42,67,97,11.05,RU,1727716110
538,attapeu,14.8,106.8333,75.0,98,48,0.92,LA,1727716110
539,kashgar,39.4547,75.9797,58.05,46,100,7.11,CN,1727716110
540,puerto aysen,-45.4,-72.7,40.12,91,88,2.39,CL,1727716110
541,qarchi gak,37.04,66.7889,67.64,44,1,10.16,AF,1727716111
542,novodvinsk,64.4165,40.8122,42.55,78,28,9.62,RU,1727716111
543,chinde,26.8212,87.7095,74.95,90,11,3.31,NP,1727716111
544,ayr,55.4627,-4.6339,53.58,94,100,6.91,GB,1727716111
545,de haan,51.272,3.0429,60.22,84,75,18.41,BE,1727716111
546,preobrazheniye,42.9019,133.9064,60.22,95,83,6.2,RU,1727716111
547,klaksvik,62.2266,-6.589,44.73,81,99,15.99,FO,1727716111
548,meadow lake,34.8014,-106.5436,78.66,33,2,5.91,US,1727716112
549,yurimaguas,-5.9,-76.0833,77.16,94,100,4.61,PE,1727716112
550,san fernando de apure,7.8878,-67.4724,88.23,60,51,3.6,VE,1727716112
551,kuta,-8.7233,115.1723,80.55,94,75,13.8,ID,1727716112
552,nikolayevsk-on-amure,53.1406,140.73,38.82,98,100,4.59,RU,1727715906
553,santa ana,33.7456,-117.8678,74.88,89,100,0.0,US,1727716112
554,namtsy,62.7161,129.6658,27.14,91,73,1.32,RU,1727716112
555,dhuusamarreeb,5.535,46.3861,86.4,50,99,14.07,SO,1727716112
556,simanggang,1.2472,111.4528,74.17,98,100,0.89,MY,1727716113
557,kotlas,61.2611,46.6556,43.27,74,60,5.97,RU,1727716113
558,lata,40.1629,-8.3327,71.56,58,5,7.87,PT,1727716113
559,isangel,-19.55,169.2667,73.72,88,37,2.01,VU,1727716067
560,papao,-17.75,-149.55,78.48,73,28,10.69,PF,1727716113
561,inari,68.906,27.0288,35.87,68,63,6.64,FI,1727716114
562,sinan,34.8262,126.1086,72.82,66,91,3.02,KR,1727716114
563,akrehamn,59.2667,5.1833,53.85,66,40,5.75,NO,1727716114
564,hamina,60.5697,27.1979,40.32,59,7,2.57,FI,1727716015
565,mount isa,-20.7333,139.5,74.97,31,0,16.11,AU,1727716114
566,victoria,22.2855,114.1577,91.26,66,100,5.99,HK,1727715887
567,usogorsk,63.4106,48.6872,41.23,83,27,7.47,RU,1727716114
568,sandnessjoen,66.0217,12.6316,48.42,81,75,26.46,NO,1727716114
569,imbituva,-25.23,-50.6044,89.78,19,0,4.36,BR,1727716115
570,yazman,29.1212,71.7446,95.94,26,80,4.81,PK,1727716115
571,touros,-5.1989,-35.4608,82.85,59,17,19.89,BR,1727716115
572,pangody,65.85,74.4859,40.46,72,76,16.98,RU,1727716115
